date,MVRV,txs_count,daily_active_adds,mean_hash_rate,gwei,30_volat,google_trends,closing_price
2017-10-09,-0.0395,0.1056,0.0857,0.0067,0.0034,0.0064,0.5714,0.0055
2017-10-10,0.0061,0.0653,0.0412,0.0054,0.0366,-0.0005,0.5714,0.0142
2017-10-11,0.0127,-0.0152,0.0323,0.0294,0.1988,0.0003,0.5714,0.0023
2017-10-12,0.0009,0.0555,-0.0072,-0.0342,-0.1840,-0.0009,0.5714,0.1103
2017-10-13,0.0995,0.0433,0.0761,0.0379,0.0806,0.0264,0.5714,0.0093
2017-10-14,-0.0047,-0.1239,-0.1260,-0.0389,-0.0866,-0.2151,0.5714,-0.0116
2017-10-15,-0.0156,-0.0098,0.0016,0.0290,-0.0282,-0.1114,0.1818,-0.0027
2017-10-16,-0.0076,0.2413,0.0812,0.0101,-0.2907,-0.0035,0.1818,-0.0560
2017-10-17,-0.0682,0.2383,0.2440,-0.0110,-0.1489,0.0349,0.1818,-0.0075
2017-10-18,-0.0068,-0.0695,-0.1366,0.0152,-0.0080,-0.1409,0.1818,-0.0157
2017-10-19,-0.0151,0.0505,0.0239,0.0369,-0.1311,-0.0167,0.1818,-0.0138
2017-10-20,-0.0139,0.1065,0.0807,-0.0091,0.1941,0.0029,0.1818,-0.0136
2017-10-21,-0.0122,-0.1535,-0.1258,0.0145,-0.1699,-0.1125,0.1818,-0.0170
2017-10-22,-0.0156,-0.0592,0.2002,0.0143,-0.1135,0.0036,-0.2308,-0.0325
2017-10-23,-0.0284,0.0750,-0.0492,-0.0202,0.2817,-0.0668,-0.2308,0.0418
2017-10-24,0.0398,0.0515,0.0868,0.0272,0.0461,0.0255,-0.2308,0.0026
2017-10-25,0.0031,-0.0647,-0.1060,-0.0195,-0.1176,-0.0169,-0.2308,-0.0061
2017-10-26,-0.0072,0.0130,0.0260,-0.0350,-0.0263,-0.0058,-0.2308,0.0032
2017-10-27,0.0038,0.0423,-0.0970,0.0193,-0.0679,-0.0864,-0.2308,-0.0068
2017-10-28,-0.0064,-0.0033,-0.1302,0.0158,-0.0912,-0.0111,-0.2308,0.0314
2017-10-29,0.0282,0.0199,0.0411,-0.0131,-0.0114,-0.0089,0.3000,0.0060
2017-10-30,0.0041,0.0778,0.1058,-0.0281,0.1385,-0.0218,0.3000,-0.0046
2017-10-31,-0.0055,-0.0239,0.2004,0.0440,0.1596,0.0002,0.3000,-0.0467
2017-11-01,-0.0454,0.0152,0.0882,0.0076,0.0940,0.0367,0.3000,-0.0207
2017-11-02,-0.0175,0.0028,0.0736,-0.0420,0.0628,0.0032,0.3000,0.0751
2017-11-03,0.0710,-0.0822,-0.1526,-0.0053,-0.1971,0.0949,0.3000,-0.0190
2017-11-04,-0.0187,-0.1792,-0.1744,-0.0116,-0.0905,0.0053,0.3000,-0.0124
2017-11-05,-0.0130,0.0460,-0.0385,0.0413,-0.0793,-0.0246,0.1538,0.0057
2017-11-06,0.0044,0.2267,0.1625,-0.0197,-0.0252,-0.0029,0.1538,-0.0199
2017-11-07,-0.0185,-0.0806,-0.0427,-0.0129,0.2837,0.0048,0.1538,0.0608
2017-11-08,0.0528,0.0212,0.1532,0.0339,0.2062,0.0290,0.1538,0.0310
2017-11-09,0.0237,-0.0276,0.1284,-0.0298,-0.0229,0.0126,0.1538,-0.0619
2017-11-10,-0.0577,-0.0209,-0.0394,0.0235,-0.0475,0.0600,0.1538,0.0550
2017-11-11,0.0503,-0.1378,-0.1678,0.0004,0.0239,0.0374,0.1538,-0.0284
2017-11-12,-0.0275,0.1014,0.0956,0.0307,0.1700,-0.1402,-0.1333,0.0272
2017-11-13,0.0222,0.0202,0.0050,-0.0233,-0.0782,0.0124,-0.1333,0.0592
2017-11-14,0.0470,0.0740,0.0550,-0.0223,0.0061,0.0543,-0.1333,-0.0103
2017-11-15,-0.0110,0.1357,0.1417,0.0015,0.0422,0.0014,-0.1333,-0.0034
2017-11-16,-0.0063,-0.0908,-0.0606,-0.0322,-0.0796,-0.0516,-0.1333,0.0079
2017-11-17,0.0053,0.0348,0.0529,0.0177,0.0238,-0.0008,-0.1333,0.0456
2017-11-18,0.0411,-0.0962,-0.1908,-0.0127,-0.1869,0.0227,-0.1333,0.0245
2017-11-19,0.0201,0.0106,0.0042,0.0175,0.0667,0.0006,0.6154,0.0383
2017-11-20,0.0208,0.1412,0.1299,0.0465,0.1307,0.0095,0.6154,-0.0226
2017-11-21,-0.0254,-0.0115,0.0109,-0.0123,0.0907,0.0048,0.6154,0.0543
2017-11-22,0.0358,0.0428,0.0209,0.0053,-0.0615,0.0046,0.6154,0.0897
2017-11-23,0.0734,-0.0172,0.0344,0.0299,-0.0290,0.0705,0.6154,0.1409
2017-11-24,0.1134,-0.0215,-0.0328,0.0270,-0.0335,0.1715,0.6154,-0.0140
2017-11-25,-0.0220,0.0678,-0.0216,0.0027,-0.1660,0.0040,0.6154,0.0117
2017-11-26,0.0034,-0.0333,0.0677,-0.0103,0.1600,-0.0013,0.5238,0.0114
2017-11-27,-0.0190,0.1221,0.0988,-0.0236,0.0390,-0.0047,0.5238,-0.0204
2017-11-28,-0.0256,0.0498,0.1119,-0.0179,0.0799,0.0100,0.5238,-0.0831
2017-11-29,-0.0826,0.0385,0.0211,0.0110,0.0429,0.0904,0.5238,0.0222
2017-11-30,0.0180,-0.0122,-0.0515,0.0212,-0.0655,-0.0013,0.5238,0.0525
2017-12-01,0.0447,-0.0499,-0.0305,-0.0010,-0.1096,-0.0196,0.5238,-0.0037
2017-12-02,-0.0079,0.0081,-0.0204,0.0029,-0.0949,-0.0081,0.5238,0.0098
2017-12-03,0.0032,0.1052,0.0713,-0.0422,0.0675,-0.0283,0.1250,0.0054
2017-12-04,-0.0179,0.0116,-0.0486,-0.0465,0.5611,-0.0095,0.1250,-0.0189
2017-12-05,-0.0217,-0.0125,0.0459,-0.0489,0.4079,0.0037,0.1250,-0.0521
2017-12-06,-0.0527,0.1423,0.3005,-0.0267,0.3621,0.0397,0.1250,-0.0057
2017-12-07,-0.0150,-0.1676,-0.1604,0.0683,0.4165,-0.0063,0.1250,0.0722
2017-12-08,0.0639,0.1629,0.0927,0.0501,0.0242,0.0093,0.1250,0.0435
2017-12-09,0.0347,-0.0772,-0.0853,0.0016,-0.0907,0.0046,0.1250,-0.0790
2017-12-10,-0.0751,0.0132,0.0148,-0.0079,-0.2158,0.0263,0.3056,0.1382
2017-12-11,0.1165,0.1568,0.1762,0.0113,-0.1905,0.0887,0.3056,0.3507
2017-12-12,0.2673,0.0524,0.0700,-0.0181,0.0878,0.4179,0.3056,0.0259
2017-12-13,-0.0176,0.0427,0.0843,0.0265,0.0069,0.0000,0.3056,-0.0050
2017-12-14,-0.0534,0.0362,0.0684,0.0234,0.0818,-0.0003,0.3056,-0.0124
2017-12-15,-0.0205,-0.0405,-0.0756,0.0655,-0.1522,0.0005,0.3056,0.0121
2017-12-16,-0.0126,-0.0050,-0.0561,0.0093,-0.0039,-0.0021,0.3056,0.0451
2017-12-17,0.0297,-0.0259,0.0461,0.0094,-0.1749,0.0001,-0.0851,0.0801
2017-12-18,0.0335,0.1226,0.1602,0.0165,-0.0576,0.0073,-0.0851,0.0459
2017-12-19,0.0135,0.1100,0.0120,-0.0565,0.2510,0.0009,-0.0851,-0.0322
2017-12-20,-0.0430,-0.0972,-0.0121,-0.0175,0.2106,0.0112,-0.0851,-0.0044
2017-12-21,-0.0182,0.0878,0.0775,0.0151,0.0020,-0.0047,-0.0851,-0.1404
2017-12-22,-0.1312,0.0288,0.0709,0.0051,-0.0205,0.0911,-0.0851,0.0627
2017-12-23,0.0493,-0.1673,-0.1794,0.0928,-0.1839,-0.0074,-0.0851,-0.0500
2017-12-24,-0.0484,-0.1748,-0.1527,0.0232,-0.0918,-0.0253,-0.3953,0.0711
2017-12-25,0.0578,-0.0077,0.0182,0.0254,-0.1362,0.0064,-0.3953,0.0164
2017-12-26,0.0077,0.0813,0.1008,0.0002,-0.0070,0.0000,-0.3953,-0.0124
2017-12-27,-0.0154,0.1220,0.0154,-0.0058,-0.0316,0.0021,-0.3953,-0.0329
2017-12-28,-0.0340,0.0403,0.0433,0.0150,-0.0389,0.0030,-0.3953,0.0429
2017-12-29,0.0283,0.1482,0.1761,-0.0410,0.0371,-0.0287,-0.3953,-0.0446
2017-12-30,-0.0437,0.0426,0.0527,-0.0003,-0.0345,0.0118,-0.3953,0.0399
2017-12-31,0.0314,-0.1669,-0.1942,0.0477,0.0226,-0.0021,0.3077,0.0186
2018-01-01,0.0128,-0.0402,0.0574,0.0113,-0.0568,-0.0012,0.3077,0.1426
2018-01-02,0.1060,0.2695,0.1896,-0.0349,0.1291,0.0380,0.3077,0.0923
2018-01-03,0.0613,0.0729,0.0477,-0.0467,0.0610,0.0112,0.3077,0.0092
2018-01-04,-0.0188,0.0904,0.1040,-0.0201,0.1947,-0.0044,0.3077,0.0065
2018-01-05,-0.0213,-0.0580,-0.0186,-0.0013,1.5320,-0.0160,0.3077,0.0497
2018-01-06,0.0154,-0.0355,-0.0473,-0.0037,0.1341,-0.0018,0.3077,0.0961
2018-01-07,0.0599,-0.0601,-0.0834,0.0484,-0.2213,0.0065,0.4118,0.0288
2018-01-08,-0.0214,0.0544,0.0775,0.0064,-0.0127,-0.0005,0.4118,0.1355
2018-01-09,0.0782,0.0335,0.0810,-0.0042,0.0427,-0.0112,0.4118,-0.0440
2018-01-10,-0.0656,-0.0625,-0.0606,0.0052,0.2429,-0.0096,0.4118,-0.0838
2018-01-11,-0.0835,-0.0032,-0.0046,0.0372,-0.1345,-0.2094,0.4118,0.1140
2018-01-12,0.0695,-0.0470,-0.0768,0.0097,-0.2734,0.0365,0.4118,0.0978
2018-01-13,0.0548,0.0541,0.0595,0.0150,0.0617,0.0194,0.4118,-0.0132
2018-01-14,-0.0338,-0.0829,-0.0610,0.0569,-0.0835,0.0003,-0.2292,-0.0589
2018-01-15,-0.0659,0.1154,0.1637,-0.0269,-0.0777,0.0273,-0.2292,-0.1721
2018-01-16,-0.1495,0.0593,0.0284,0.0239,0.0170,0.1511,-0.2292,-0.0458
2018-01-17,-0.0337,-0.0007,-0.0230,0.0342,-0.0486,-0.0034,-0.2292,0.0061
2018-01-18,0.0070,-0.0563,-0.0509,0.0079,0.0314,-0.0041,-0.2292,0.0110
2018-01-19,0.0082,-0.1344,-0.2019,0.0175,-0.0481,-0.0049,-0.2292,0.1185
2018-01-20,0.1010,-0.0563,-0.1358,0.0763,-0.0015,0.0302,-0.2292,-0.0977
2018-01-21,-0.0897,0.0224,0.3026,-0.0070,-0.2100,-0.0398,-0.4054,-0.0456
2018-01-22,-0.0414,-0.0334,-0.1056,0.0227,-0.1624,0.0034,-0.4054,-0.0069
2018-01-23,0.0069,-0.0457,-0.0368,0.0039,0.1611,-0.0111,-0.4054,0.0628
2018-01-24,0.0455,-0.0160,-0.0316,0.0359,-0.0408,-0.0026,-0.4054,-0.0033
2018-01-25,-0.0108,-0.1370,-0.1956,0.0108,-0.1083,0.0006,-0.4054,-0.0030
2018-01-26,-0.0073,0.2091,0.1701,-0.0027,-0.1625,-0.0011,-0.4054,0.0503
2018-01-27,0.0425,-0.1274,-0.1170,0.0095,-0.0202,-0.0026,-0.4054,0.1117
2018-01-28,0.0827,0.0686,0.0553,0.0087,0.0092,0.0237,0.0455,-0.0435
2018-01-29,-0.0472,0.0537,0.0697,0.0204,0.3319,-0.0004,0.0455,-0.0947
2018-01-30,-0.0831,-0.0323,-0.0274,-0.0079,-0.1876,0.0367,0.0455,0.0421
2018-01-31,0.0326,-0.0323,-0.0097,0.0141,-0.0226,0.0023,0.0455,-0.0703
2018-02-01,-0.0625,0.1499,0.0865,-0.0027,0.3753,-0.0251,0.0455,-0.1043
2018-02-02,-0.0920,-0.0274,-0.0038,0.0319,-0.1249,0.0154,0.0455,0.0527
2018-02-03,0.0492,-0.1699,-0.1334,0.0389,-0.1720,0.0074,0.0455,-0.1293
2018-02-04,-0.1181,-0.0167,-0.0170,-0.0046,-0.0093,0.0513,-0.1304,-0.1720
2018-02-05,-0.1505,0.0935,0.0750,0.0212,-0.0745,0.0726,-0.1304,0.1390
2018-02-06,0.1361,0.0142,-0.0120,-0.0165,0.0408,0.0208,-0.1304,-0.0437
2018-02-07,-0.0300,-0.0784,-0.0750,0.0160,-0.0454,-0.0013,-0.1304,0.0715
2018-02-08,0.0680,-0.1677,-0.1557,0.0099,-0.0647,-0.0285,-0.1304,0.0805
2018-02-09,0.0712,0.1592,0.1318,0.0079,-0.0846,0.0165,-0.1304,-0.0262
2018-02-10,-0.0254,0.0742,0.0509,0.0002,0.0429,-0.0126,-0.1304,-0.0422
2018-02-11,-0.0370,-0.0883,-0.0898,0.0288,-0.0811,-0.0308,-0.3000,0.0648
2018-02-12,0.0694,0.0718,0.1031,-0.0040,-0.0492,-0.0138,-0.3000,-0.0317
2018-02-13,-0.0285,-0.1004,-0.1342,0.0127,0.0409,0.0007,-0.3000,0.0957
2018-02-14,0.0854,0.0008,0.0603,-0.0235,0.0381,0.0215,-0.3000,0.0102
2018-02-15,0.0078,0.0414,0.0351,-0.0028,-0.0416,-0.0801,-0.3000,0.0102
2018-02-16,0.0088,-0.0933,-0.1367,0.0326,0.0011,-0.0048,-0.3000,0.0382
2018-02-17,0.0322,0.0955,0.0104,0.0078,0.0114,0.0042,-0.3000,-0.0614
2018-02-18,-0.0608,-0.0207,-0.0181,0.0010,0.0588,0.0098,-0.1429,0.0246
2018-02-19,0.0307,0.0731,0.1419,-0.0230,-0.1390,-0.0361,-0.1429,-0.0558
2018-02-20,-0.0513,0.0931,0.0001,-0.0293,0.0171,-0.0201,-0.1429,-0.0507
2018-02-21,-0.0470,-0.0410,-0.0731,-0.0011,-0.0439,0.0014,-0.1429,-0.0400
2018-02-22,-0.0316,-0.1042,-0.0552,0.0279,-0.0752,0.0037,-0.1429,0.0603
2018-02-23,0.0575,-0.0378,-0.0411,0.0051,0.0520,-0.0010,-0.1429,-0.0254
2018-02-24,-0.0275,-0.0003,-0.1084,-0.0105,0.0293,0.0010,-0.1429,0.0100
2018-02-25,0.0115,-0.0577,0.0036,0.0418,-0.1354,0.0008,-0.2500,0.0280
2018-02-26,0.0263,0.0679,0.2513,-0.0306,0.0603,-0.0060,-0.2500,0.0106
2018-02-27,0.0085,-0.0581,-0.0368,-0.0065,0.0069,-0.0405,-0.2500,-0.0271
2018-02-28,-0.0259,0.0371,0.0506,0.0304,0.1281,-0.0029,-0.2500,0.0211
2018-03-01,0.0186,-0.0499,-0.0818,0.0132,-0.0849,-0.0254,-0.2500,-0.0160
2018-03-02,-0.0155,0.0881,0.0389,-0.0044,0.1071,-0.0081,-0.2500,-0.0011
2018-03-03,-0.0008,-0.0956,-0.1290,0.0453,-0.2019,-0.0156,-0.2500,0.0079
2018-03-04,0.0071,-0.0449,-0.0727,-0.0268,0.0603,-0.0424,0.1111,-0.0111
2018-03-05,-0.0109,0.1703,0.2467,-0.0010,0.1350,-0.0118,0.1111,-0.0461
2018-03-06,-0.0430,-0.0534,0.0186,-0.0044,-0.0745,-0.0709,0.1111,-0.0746
2018-03-07,-0.0667,0.0999,0.2812,0.0285,0.0873,-0.1554,0.1111,-0.0697
2018-03-08,-0.0625,-0.1194,-0.2574,0.0033,-0.0713,-0.0842,0.1111,0.0371
2018-03-09,0.0418,-0.0581,-0.0343,-0.0183,-0.0329,-0.0019,0.1111,-0.0557
2018-03-10,-0.0488,-0.0903,-0.0514,0.0032,-0.1668,-0.0190,0.1111,0.0484
2018-03-11,0.0483,0.0296,-0.0919,0.0046,-0.0670,-0.0352,-0.1000,-0.0297
2018-03-12,-0.0263,0.1133,0.1172,-0.0088,0.1125,0.0014,-0.1000,-0.0098
2018-03-13,-0.0061,0.0313,0.0332,0.0019,-0.1397,-0.0123,-0.1000,-0.1124
2018-03-14,-0.1018,-0.0399,0.0789,-0.0164,0.0755,0.0639,-0.1000,-0.0019
2018-03-15,0.0053,-0.0248,-0.0568,0.0147,0.0105,-0.0029,-0.1000,-0.0109
2018-03-16,-0.0068,0.0001,-0.0763,0.0421,0.1385,-0.0922,-0.1000,-0.0887
2018-03-17,-0.0770,-0.0938,-0.1080,-0.0139,-0.2502,0.0511,-0.1000,-0.0229
2018-03-18,-0.0221,0.1532,0.1395,0.0139,0.0404,-0.0069,0.0000,0.0221
2018-03-19,0.0264,0.0289,0.1176,0.0115,0.0271,-0.0139,0.0000,0.0100
2018-03-20,0.0126,-0.0598,-0.0750,-0.0022,0.0257,-0.0123,0.0000,0.0032
2018-03-21,0.0085,0.0545,0.0707,-0.0099,0.0531,-0.0126,0.0000,-0.0328
2018-03-22,-0.0288,-0.1124,-0.0194,0.0023,0.0187,-0.0135,0.0000,-0.0028
2018-03-23,-0.0006,0.0931,0.1603,0.0102,0.0842,-0.0117,0.0000,-0.0233
2018-03-24,-0.0211,-0.0944,-0.1161,-0.0051,-0.1177,-0.0063,0.0000,-0.0054
2018-03-25,-0.0034,-0.1416,-0.2474,0.0086,-0.0177,-0.0581,0.1111,-0.0621
2018-03-26,-0.0556,0.1904,0.1923,0.0178,0.3426,0.0249,0.1111,-0.0802
2018-03-27,-0.0635,-0.0679,-0.0810,-0.0309,-0.2099,0.0362,0.1111,-0.0113
2018-03-28,-0.0052,-0.0072,-0.0694,-0.0006,0.0189,-0.0245,0.1111,-0.1349
2018-03-29,-0.1235,0.0066,0.0783,-0.0363,0.0686,0.1362,0.1111,0.0185
2018-03-30,0.0235,0.0856,0.0801,0.0210,-0.1830,0.0170,0.1111,0.0052
2018-03-31,0.0088,-0.0777,-0.1357,0.0116,-0.1015,-0.0102,0.1111,-0.0417
2018-04-01,-0.0380,-0.0672,-0.0022,0.0098,-0.0327,0.0012,-0.3000,0.0141
2018-04-02,0.0193,0.0979,0.1203,0.0000,0.0922,0.0085,-0.3000,0.0830
2018-04-03,0.0851,0.0793,0.0703,-0.0365,0.0138,0.0792,-0.3000,-0.0884
2018-04-04,-0.0817,-0.0271,0.0097,0.0164,-0.1075,0.0297,-0.3000,0.0110
2018-04-05,0.0155,0.1073,0.1264,-0.0002,0.4100,0.0062,-0.3000,-0.0334
2018-04-06,-0.0283,-0.0688,-0.0592,0.0325,-0.1224,-0.0182,-0.3000,0.0394
2018-04-07,0.0391,-0.1730,-0.1635,-0.0062,-0.2079,0.0075,-0.3000,0.0388
2018-04-08,0.0374,0.1117,0.0547,-0.0125,-0.0249,0.0012,-0.1429,-0.0081
2018-04-09,-0.0053,0.0236,0.0323,-0.0421,0.1345,-0.0091,-0.1429,0.0436
2018-04-10,0.0453,-0.0630,0.0616,0.0282,0.0243,-0.0040,-0.1429,0.0395
2018-04-11,0.0404,0.0660,0.0965,-0.0150,0.0186,0.0204,-0.1429,0.1484
2018-04-12,0.1400,0.1371,-0.0504,-0.0150,0.0853,0.1432,-0.1429,0.0056
2018-04-13,0.0047,0.0545,0.0600,-0.0108,0.1596,-0.0626,-0.1429,0.0139
2018-04-14,0.0135,-0.1632,-0.1933,0.0141,-0.2200,0.0023,-0.1429,0.0557
2018-04-15,0.0523,0.0144,0.0014,0.0057,-0.0561,0.0201,0.0000,-0.0382
2018-04-16,-0.0371,0.0716,0.1075,-0.0090,0.0340,-0.0381,0.0000,-0.0173
2018-04-17,-0.0168,0.1180,0.0134,-0.0105,0.0236,-0.0012,0.0000,0.0455
2018-04-18,0.0431,-0.0532,0.0012,-0.0242,0.1738,0.0095,0.0000,0.0792
2018-04-19,0.0729,0.1579,0.0619,0.0093,-0.1036,0.0334,0.0000,0.0878
2018-04-20,0.0798,0.0220,0.0242,-0.0252,-0.0214,0.0365,0.0000,-0.0177
2018-04-21,-0.0191,-0.1035,0.1128,0.0623,-0.0952,-0.0046,0.0000,0.0260
2018-04-22,0.0242,0.0037,0.0086,-0.0031,0.0284,0.0021,0.1667,0.0345
2018-04-23,0.0212,0.0721,0.0323,-0.0112,0.0498,-0.0003,0.1667,0.0971
2018-04-24,0.0869,0.0168,-0.0253,-0.0251,0.1696,0.0351,0.1667,-0.1283
2018-04-25,-0.1252,-0.0212,-0.1228,0.0169,-0.0534,0.0745,0.1667,0.0769
2018-04-26,0.0705,-0.0064,-0.0203,0.0348,0.0527,-0.0198,0.1667,-0.0195
2018-04-27,-0.0191,-0.0370,-0.0345,-0.0445,0.0290,0.0020,0.1667,0.0518
2018-04-28,0.0479,0.0142,-0.0125,-0.0076,0.1973,-0.1129,0.1667,0.0085
2018-04-29,0.0068,-0.0241,-0.0672,0.0412,-0.1217,0.0006,0.1429,-0.0309
2018-04-30,-0.0307,0.0284,0.1326,-0.0168,0.0531,0.0124,0.1429,0.0067
2018-05-01,0.0056,-0.0826,-0.0900,-0.0432,-0.1218,-0.0193,0.1429,0.0225
2018-05-02,0.0180,0.1035,0.1055,0.0154,0.0308,-0.0001,0.1429,0.1337
2018-05-03,0.1194,0.0658,0.0871,0.0116,0.1118,0.0411,0.1429,0.0064
2018-05-04,0.0009,0.1917,0.6312,0.0032,-0.1022,-0.0691,0.1429,0.0357
2018-05-05,0.0297,-0.2112,-0.3847,0.0317,-0.0855,-0.0005,0.1429,-0.0326
2018-05-06,-0.0323,-0.1242,-0.0171,0.0131,0.0169,-0.0005,0.0000,-0.0472
2018-05-07,-0.0456,0.1426,0.0765,0.0297,-0.0027,0.0290,0.0000,0.0051
2018-05-08,0.0036,0.0383,-0.0214,-0.0125,0.1887,0.0000,0.0000,-0.0044
2018-05-09,-0.0047,0.0134,-0.0485,-0.0229,-0.0711,-0.0011,0.0000,-0.0299
2018-05-10,-0.0288,0.0285,-0.0009,-0.0046,0.2247,0.0113,0.0000,-0.0639
2018-05-11,-0.0571,-0.0336,0.0057,0.0131,0.0177,0.0347,0.0000,0.0092
2018-05-12,0.0087,-0.0455,-0.0218,0.0255,-0.2822,-0.0840,0.0000,0.0666
2018-05-13,0.0629,-0.0330,-0.0642,0.0104,0.0695,0.0165,-0.2500,-0.0068
2018-05-14,-0.0069,0.0516,0.1085,-0.0433,0.2766,0.0022,-0.2500,-0.0275
2018-05-15,-0.0260,-0.0282,0.0066,-0.0011,-0.0009,-0.0022,-0.2500,-0.0015
2018-05-16,-0.0011,0.0360,0.0328,-0.0082,-0.0039,-0.0135,-0.2500,-0.0529
2018-05-17,-0.0479,0.0353,-0.0037,0.0091,0.0380,0.0205,-0.2500,0.0383
2018-05-18,0.0365,-0.0047,0.0177,-0.0255,-0.0144,-0.0026,-0.2500,0.0002
2018-05-19,0.0001,0.0174,0.0103,-0.0017,-0.0510,-0.0274,-0.2500,0.0285
2018-05-20,0.0265,-0.0815,-0.0824,0.0251,-0.0490,-0.0356,0.0000,-0.0221
2018-05-21,-0.0220,0.0321,0.0220,0.0178,0.0611,0.0015,0.0000,-0.0776
2018-05-22,-0.0724,0.0252,0.0631,-0.0204,0.0822,0.0424,0.0000,-0.1017
2018-05-23,-0.0913,0.0133,-0.0303,-0.0115,0.0185,0.0596,0.0000,0.0387
2018-05-24,0.0424,-0.0267,0.0216,-0.0254,-0.0636,-0.0426,0.0000,-0.0367
2018-05-25,-0.0332,-0.0127,-0.0587,0.0065,-0.0111,-0.1051,0.0000,0.0098
2018-05-26,0.0104,-0.0486,-0.0465,0.0311,-0.1358,-0.0440,0.0000,-0.0238
2018-05-27,-0.0200,0.0185,0.0733,-0.0268,-0.0657,0.0013,-0.1667,-0.0996
2018-05-28,-0.0940,0.1095,0.1029,0.0183,0.4430,0.0499,-0.1667,0.0979
2018-05-29,0.0972,-0.0567,-0.0802,-0.0138,-0.0044,0.0713,-0.1667,-0.0127
2018-05-30,-0.0103,0.0061,0.0109,-0.0201,0.0097,-0.0038,-0.1667,0.0336
2018-05-31,0.0330,0.0192,0.0059,0.0296,0.2140,0.0086,-0.1667,0.0058
2018-06-01,0.0057,-0.0896,-0.1065,-0.0340,-0.1437,-0.0041,-0.1667,0.0224
2018-06-02,0.0210,0.0129,0.0877,0.0147,-0.2773,-0.1139,-0.1667,0.0446
2018-06-03,0.0421,0.0547,0.0269,0.0004,-0.0414,0.0202,0.0000,-0.0459
2018-06-04,-0.0436,-0.0035,-0.0438,-0.0044,0.2351,-0.0043,0.0000,0.0293
2018-06-05,0.0277,-0.0328,-0.0424,0.0089,-0.0985,0.0073,0.0000,-0.0029
2018-06-06,-0.0030,-0.0341,-0.0160,-0.0143,0.1487,-0.0127,0.0000,-0.0054
2018-06-07,-0.0043,0.0289,0.0783,0.0008,-0.1398,-0.0012,0.0000,-0.0034
2018-06-08,-0.0042,-0.0719,-0.0972,0.0182,-0.0610,0.0001,0.0000,-0.0070
2018-06-09,-0.0091,0.0686,0.0669,0.0206,-0.2087,-0.0044,0.0000,-0.1253
2018-06-10,-0.1193,0.0024,0.0452,-0.0101,-0.0052,0.0965,0.2000,0.0155
2018-06-11,0.0200,-0.0030,-0.0067,-0.0020,0.1113,0.0018,0.2000,-0.0747
2018-06-12,-0.0664,0.0016,-0.1184,0.0403,0.0071,-0.0084,0.2000,-0.0314
2018-06-13,-0.0251,0.0356,0.0823,-0.0127,0.0262,0.0019,0.2000,0.0912
2018-06-14,0.0878,-0.0398,-0.0335,0.0047,0.1041,0.0636,0.2000,-0.0603
2018-06-15,-0.0549,-0.0028,0.0350,-0.0032,0.0558,0.0148,0.2000,0.0222
2018-06-16,0.0222,-0.1624,-0.1943,0.0269,0.4786,-0.0045,0.2000,-0.0030
2018-06-17,-0.0022,0.0137,0.0359,0.0080,-0.5482,-0.0134,-0.1667,0.0424
2018-06-18,0.0417,0.0728,0.0713,0.0376,0.0533,0.0155,-0.1667,0.0391
2018-06-19,0.0373,0.1193,0.0914,-0.0148,0.2202,0.0051,-0.1667,-0.0034
2018-06-20,-0.0036,0.0312,0.0333,-0.0137,-0.0662,-0.0008,-0.1667,-0.0180
2018-06-21,-0.0168,-0.0636,-0.0094,0.0330,-0.0315,-0.0308,-0.1667,-0.1192
2018-06-22,-0.1113,0.0245,-0.0023,-0.0172,1.9797,0.0264,-0.1667,0.0265
2018-06-23,0.0262,-0.1227,-0.1137,0.0079,-0.6391,-0.0055,-0.1667,-0.0439
2018-06-24,-0.0399,-0.0058,0.0577,0.0104,0.1521,0.0030,0.0000,0.0106
2018-06-25,0.0140,0.2459,0.3684,-0.0528,-0.0326,0.0002,0.0000,-0.0581
2018-06-26,-0.0528,-0.1255,-0.2429,0.0042,-0.2319,0.0140,0.0000,0.0212
2018-06-27,0.0231,0.0543,0.0266,0.0549,0.0363,-0.0516,0.0000,-0.0495
2018-06-28,-0.0450,-0.0352,0.0273,-0.0373,-0.0603,-0.0543,0.0000,0.0404
2018-06-29,0.0415,-0.0130,-0.0348,-0.0079,0.0359,0.0165,0.0000,0.0343
2018-06-30,0.0336,-0.1389,-0.3107,0.0462,1.8236,0.0004,0.0000,0.0002
2018-07-01,0.0004,-0.0163,-0.2437,-0.0369,0.7492,-0.0009,-0.2000,0.0535
2018-07-02,0.0519,-0.2137,0.1915,0.0252,0.4429,0.0184,-0.2000,-0.0299
2018-07-03,-0.0256,0.1715,-0.0149,-0.0019,-0.0496,-0.0150,-0.2000,0.0086
2018-07-04,0.0087,-0.2204,-0.0071,-0.0005,-0.2800,-0.0079,-0.2000,0.0029
2018-07-05,0.0083,0.1800,0.0980,0.0305,-0.1754,-0.0088,-0.2000,0.0031
2018-07-06,0.0037,-0.1299,-0.1313,-0.0073,0.4410,0.0007,-0.2000,0.0257
2018-07-07,0.0253,0.0545,-0.0126,-0.0002,-0.1420,0.0078,-0.2000,0.0117
2018-07-08,0.0119,0.3045,0.2563,-0.0414,-0.4092,0.0024,0.0000,-0.0296
2018-07-09,-0.0281,0.0323,0.0663,0.0516,-0.2742,0.0036,0.0000,-0.0818
